CO_CURSO|NO_CURSO
112502|DESIGN
118480|ENGENHARIA DE ALIMENTOS
118482|ENGENHARIA CIVIL
1109804|ENGENHARIA MECÂNICA
1138069|CIÊNCIAS BIOLÓGICAS
1138323|DESIGN DE MODA
1138814|GESTÃO DE RECURSOS HUMANOS
1153739|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1173357|ENGENHARIA QUÍMICA
1173418|REDES DE COMPUTADORES
1179501|MEDICINA
1200580|ENGENHARIA ELÉTRICA
1202517|ENGENHARIA DE SOFTWARE
1280812|GASTRONOMIA
1281062|ODONTOLOGIA
1319226|FOTOGRAFIA
1319228|GESTÃO FINANCEIRA
1349232|GESTÃO DE MICRO E PEQUENAS EMPRESAS
1419679|ADMINISTRAÇÃO
1419757|CIÊNCIAS CONTÁBEIS
1419758|GESTÃO DE MICRO E PEQUENAS EMPRESAS
1419759|GESTÃO DE RECURSOS HUMANOS
1419761|GESTÃO FINANCEIRA
1419763|LOGÍSTICA
1419764|PROCESSOS GERENCIAIS
1419765|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1419766|CIÊNCIAS BIOLÓGICAS
1419767|HISTÓRIA
1419768|LETRAS
1419769|PEDAGOGIA
1430241|ENGENHARIA AMBIENTAL E SANITÁRIA
1445378|EDUCAÇÃO FÍSICA
15127|SISTEMAS DE INFORMAÇÃO
18118|CIÊNCIAS CONTÁBEIS
20322|CIÊNCIAS ECONÔMICAS
20325|EDUCAÇÃO FÍSICA
20326|CIÊNCIAS BIOLÓGICAS
20327|ENGENHARIA CIVIL
20328|ENGENHARIA DE COMPUTAÇÃO
20329|ENGENHARIA ELÉTRICA
20330|ENGENHARIA MECÂNICA
20331|FISIOTERAPIA
20332|NUTRIÇÃO
21581|ARQUITETURA E URBANISMO
21584|DIREITO
39956|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
39977|JORNALISMO
42154|ODONTOLOGIA
43561|PSICOLOGIA
59414|MEDICINA
63715|MARKETING
101715|PEDAGOGIA
101717|COMÉRCIO EXTERIOR
107306|DESIGN
107308|DESIGN
119918|ENFERMAGEM
120070|ADMINISTRAÇÃO
120479|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
120493|GESTÃO COMERCIAL
120497|PROCESSOS GERENCIAIS
122834|GASTRONOMIA
122836|GESTÃO FINANCEIRA
320325|EDUCAÇÃO FÍSICA
320326|CIÊNCIAS BIOLÓGICAS
1102982|PROCESSOS GERENCIAIS
1139306|ENGENHARIA DE PRODUÇÃO
1139693|DESIGN
1144479|BIOMEDICINA
1144540|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1152259|AUTOMAÇÃO INDUSTRIAL
1152260|ELETRÔNICA INDUSTRIAL
1152261|GESTÃO DA PRODUÇÃO INDUSTRIAL
1152263|LOGÍSTICA
1152264|MANUTENÇÃO INDUSTRIAL
1152265|DESIGN DE INTERIORES
1152266|EVENTOS
1153434|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1169794|FOTOGRAFIA
1205291|PILOTAGEM PROFISSIONAL DE AERONAVES
1205296|JOGOS DIGITAIS
1205298|ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA
1205967|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1205968|GESTÃO COMERCIAL
1205969|GESTÃO FINANCEIRA
1205971|LOGÍSTICA
1205972|PROCESSOS GERENCIAIS
1259074|MARKETING
1284714|SISTEMAS PARA INTERNET
1284845|GESTÃO DE RECURSOS HUMANOS
1284847|GESTÃO DA PRODUÇÃO INDUSTRIAL
1287046|MECATRÔNICA INDUSTRIAL
1308132|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1308133|ESTÉTICA E COSMÉTICA
1308134|GESTÃO COMERCIAL
1308135|GESTÃO FINANCEIRA
1308136|MARKETING
1308138|PROCESSOS GERENCIAIS
1308193|CIÊNCIAS CONTÁBEIS
1308197|COMÉRCIO EXTERIOR
1308201|ENGENHARIA DE PRODUÇÃO
1308208|SISTEMAS DE INFORMAÇÃO
1313050|PEDAGOGIA
1313196|GESTÃO COMERCIAL
1313197|GESTÃO FINANCEIRA
1313198|GESTÃO DE RECURSOS HUMANOS
1313199|LOGÍSTICA
1313941|ENGENHARIA DE ENERGIAS
1314252|ADMINISTRAÇÃO
1331015|GESTÃO AMBIENTAL
1342332|PRODUÇÃO DE PROJETOS DE EDIFICAÇÕES
1343142|PEDAGOGIA
1343824|GASTRONOMIA
1343825|EDUCAÇÃO FÍSICA
1343830|MEDICINA VETERINÁRIA
1363816|GESTÃO DE RECURSOS HUMANOS
1364203|EDUCAÇÃO FÍSICA
1377540|LOGÍSTICA
1377542|SEGURANÇA DA INFORMAÇÃO
1377550|PEDAGOGIA
1377551|CIÊNCIAS CONTÁBEIS
1377552|CIÊNCIAS ECONÔMICAS
1377558|ENGENHARIA DE PRODUÇÃO
1382728|RELAÇÕES INTERNACIONAIS
1389118|DESIGN GRÁFICO
1396028|ADMINISTRAÇÃO
1397797|ARQUITETURA E URBANISMO
1405229|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1405280|ENGENHARIA DE PRODUÇÃO
1405341|BIOMEDICINA
1405342|ESTÉTICA E COSMÉTICA
1405343|CIÊNCIAS CONTÁBEIS
1419875|DESIGN
1419877|JORNALISMO
1419878|PUBLICIDADE E PROPAGANDA
1420391|FOTOGRAFIA
1420395|GESTÃO COMERCIAL
1420402|GESTÃO DE RECURSOS HUMANOS
1420403|GESTÃO FINANCEIRA
1420404|MARKETING
1420406|PROCESSOS GERENCIAIS
1429946|EMPREENDEDORISMO
1438765|ADMINISTRAÇÃO
1481842|FÍSICA
1481843|MATEMÁTICA
1481844|QUÍMICA
1481845|RADIOLOGIA
1481847|ENGENHARIA CIVIL
1481848|ENGENHARIA ELÉTRICA
1481850|ENGENHARIA MECÂNICA
1481851|FISIOTERAPIA
1481852|NUTRIÇÃO
1481871|SERVIÇO SOCIAL
1485012|PILOTAGEM PROFISSIONAL DE AERONAVES
1486419|CIÊNCIA DA COMPUTAÇÃO
1486621|MARKETING
1486638|DESIGN DE MODA
1486647|DESIGN
5001321|DIREITO
14855|BIOMEDICINA
14856|CIÊNCIAS BIOLÓGICAS
14857|FARMÁCIA
14858|ODONTOLOGIA
14863|ENFERMAGEM
21096|EDUCAÇÃO FÍSICA
21097|PSICOLOGIA
21098|FISIOTERAPIA
72243|PEDAGOGIA
97008|ADMINISTRAÇÃO
97012|ENGENHARIA MECÂNICA
97014|ENGENHARIA DE PRODUÇÃO
97066|PEDAGOGIA
105728|SISTEMA DE INFORMAÇÃO
115336|ENGENHARIA DA COMPUTAÇÃO
115338|CIÊNCIAS CONTÁBEIS
314856|CIÊNCIAS BIOLÓGICAS
321096|EDUCAÇÃO FÍSICA
1114523|ADMINISTRAÇÃO
1168169|QUÍMICA
1169436|ESTÉTICA
1187536|ENGENHARIA CIVIL
1259654|CIÊNCIAS ECONÔMICAS
1259657|ENGENHARIA QUÍMICA
1454346|ENGENHARIA ELÉTRICA
17415|CIÊNCIAS CONTÁBEIS
17416|ADMINISTRAÇÃO
17421|DIREITO
18349|PEDAGOGIA
34278|LETRAS - PORTUGUÊS E INGLÊS
52522|CIÊNCIA DA COMPUTAÇÃO
52543|EDUCAÇÃO FÍSICA
52554|MEDICINA VETERINÁRIA
52753|ADMINISTRAÇÃO
64016|ENFERMAGEM
96091|PSICOLOGIA
104328|GESTÃO DE RECURSOS HUMANOS
111116|ENGENHARIA DE PRODUÇÃO
352543|EDUCAÇÃO FÍSICA
1151491|ENGENHARIA MECÂNICA
1200064|ENGENHARIA CIVIL
1200065|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1304877|AGRONOMIA
1304887|ARQUITETURA E URBANISMO
1330516|ENGENHARIA CIVIL
1367397|GASTRONOMIA
1385436|DIREITO
17005|SERVIÇO SOCIAL
17015|ADMINISTRAÇÃO
19630|LETRAS - INGLÊS
22068|ENGENHARIA DE ALIMENTOS
34876|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
52919|DIREITO
66731|JORNALISMO
82746|NUTRIÇÃO
82748|SISTEMAS DE INFORMAÇÃO
83139|EDUCAÇÃO FÍSICA
83173|PEDAGOGIA
91839|FISIOTERAPIA
99222|LETRAS - PORTUGUÊS E INGLÊS
99224|ENFERMAGEM
112953|BIOMEDICINA
117595|PSICOLOGIA
118858|FARMÁCIA
383139|EDUCAÇÃO FÍSICA
1046925|RADIOLOGIA
1055492|GESTÃO FINANCEIRA
1120586|GASTRONOMIA
1132771|ENGENHARIA CIVIL
1155131|ENGENHARIA DE PRODUÇÃO
1155262|ENGENHARIA AMBIENTAL E SANITÁRIA
1156621|GESTÃO DE RECURSOS HUMANOS
1160480|CIÊNCIAS CONTÁBEIS
1160724|ENGENHARIA ELÉTRICA
1174555|ESTÉTICA E COSMÉTICA
1175585|ARQUITETURA E URBANISMO
1183951|DESIGN GRÁFICO
1184439|ENGENHARIA DE COMPUTAÇÃO
1199579|AGRONOMIA
1204906|PRODUÇÃO AUDIOVISUAL
1258578|ENGENHARIA QUÍMICA
1280809|MEDICINA VETERINÁRIA
1326690|ADMINISTRAÇÃO
1327078|GESTÃO DE RECURSOS HUMANOS
1386684|ODONTOLOGIA
1441834|PEDAGOGIA
1454143|MARKETING
5000980|MEDICINA
25910|ADMINISTRAÇÃO
112955|CIÊNCIAS CONTÁBEIS
1288676|PEDAGOGIA
1304736|PEDAGOGIA
1364778|ADMINISTRAÇÃO
1365624|GESTÃO DE RECURSOS HUMANOS
1365752|GESTÃO FINANCEIRA
1365844|CIÊNCIAS CONTÁBEIS
1366367|PEDAGOGIA
1388804|LOGÍSTICA
1389797|HISTÓRIA
17886|SISTEMAS DE INFORMAÇÃO
18218|ENGENHARIA DE PRODUÇÃO
20021|ADMINISTRAÇÃO
21076|ENGENHARIA DE TELECOMUNICAÇÕES
22061|CIÊNCIA DA COMPUTAÇÃO
50183|DESIGN
110564|ENGENHARIA DE COMPUTAÇÃO
118622|ENGENHARIA AMBIENTAL E SANITÁRIA
1180143|ENGENHARIA ELÉTRICA
1258088|ENGENHARIA MECÂNICA
1259378|ENGENHARIA CIVIL
1260331|DESIGN DE PRODUTO
1261039|ENGENHARIA DE SOFTWARE
5000956|ENGENHARIA DE BIOPROCESSOS
17888|CIÊNCIAS CONTÁBEIS
46938|ADMINISTRAÇÃO
65367|DIREITO
117947|ENFERMAGEM
18077|CIÊNCIAS CONTÁBEIS
25014|ADMINISTRAÇÃO
53331|SISTEMAS DE INFORMAÇÃO
57574|ENGENHARIA AMBIENTAL
69062|ENFERMAGEM
80080|PSICOLOGIA
87276|ENGENHARIA CIVIL
101840|NUTRIÇÃO
101842|FISIOTERAPIA
112532|MEDICINA VETERINÁRIA
1260546|BIOMEDICINA
1303390|ODONTOLOGIA
1322700|FARMÁCIA
5000996|DIREITO
5001000|EDUCAÇÃO FÍSICA
17892|CIÊNCIAS CONTÁBEIS
36260|ADMINISTRAÇÃO
95005|GESTÃO DE RECURSOS HUMANOS
101123|DIREITO
1102384|PEDAGOGIA
1103800|BIOMEDICINA
1106431|NUTRIÇÃO
1108075|ENFERMAGEM
1108283|PSICOLOGIA
1109519|FARMÁCIA
1131360|GESTÃO DA QUALIDADE
1131361|SEGURANÇA NO TRABALHO
1138879|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1139668|LOGÍSTICA
1161936|ENGENHARIA CIVIL
1258834|SERVIÇO SOCIAL
1259601|GASTRONOMIA
1282908|ODONTOLOGIA
1283120|EDUCAÇÃO FÍSICA
1299986|ENGENHARIA CIVIL
1300170|GESTÃO DE RECURSOS HUMANOS
1300301|PSICOLOGIA
1300304|NUTRIÇÃO
1300337|FISIOTERAPIA
1303452|PEDAGOGIA
1303479|ADMINISTRAÇÃO
1303561|CIÊNCIAS CONTÁBEIS
1303707|ENFERMAGEM
1331380|FARMÁCIA
5000214|FISIOTERAPIA
18122|ADMINISTRAÇÃO
19573|CIÊNCIAS CONTÁBEIS
21561|DIREITO
24518|PUBLICIDADE E PROPAGANDA
34074|JORNALISMO
48581|FISIOTERAPIA
48675|SISTEMA DE INFORMAÇÃO
84453|ENFERMAGEM
88152|PEDAGOGIA
88154|CIÊNCIA DA COMPUTAÇÃO
88156|NUTRIÇÃO
90111|LOGÍSTICA
90115|GESTÃO DE SEGURANÇA PRIVADA
90325|ENGENHARIA DE PRODUÇÃO
90329|FARMÁCIA
97055|MARKETING
97057|REDES DE COMPUTADORES
97059|PETRÓLEO E GÁS
101466|ENGENHARIA ELÉTRICA
101472|GESTÃO DE RECURSOS HUMANOS
102034|PSICOLOGIA
107514|GESTÃO FINANCEIRA
109516|GASTRONOMIA
109678|ENGENHARIA CIVIL
109680|ENGENHARIA DE PETRÓLEO
109682|ENGENHARIA MECÂNICA
113941|SERVIÇO SOCIAL
1109528|RADIOLOGIA
1114351|ESTÉTICA E COSMÉTICA
1139782|ADMINISTRAÇÃO
1139927|LOGÍSTICA
1139928|GESTÃO DE RECURSOS HUMANOS
1288733|ENFERMAGEM
1321586|NUTRIÇÃO
1321588|PEDAGOGIA
1321590|GESTÃO DE SEGURANÇA PRIVADA
1322346|EDUCAÇÃO FÍSICA
1330095|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1330098|ENGENHARIA DE CONTROLE E AUTOMAÇÃO
1382778|DESIGN GRÁFICO
1382786|BIOMEDICINA
1388532|PSICOLOGIA
1441849|ODONTOLOGIA
1483724|ARQUITETURA E URBANISMO
1487550|MEDICINA VETERINÁRIA
17898|CIÊNCIA DA COMPUTAÇÃO
82299|CIÊNCIAS CONTÁBEIS
91181|SISTEMAS DE INFORMAÇÃO
5000171|ADMINISTRAÇÃO
29661|COMUNICAÇÃO SOCIAL - JORNALISMO
34972|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
37240|DIREITO
37242|ADMINISTRAÇÃO
47077|RELAÇÕES INTERNACIONAIS
49970|ENGENHARIA DE COMPUTAÇÃO
65346|PSICOLOGIA
80653|ENGENHARIA ELÉTRICA
100185|GASTRONOMIA
101318|CIÊNCIA DA COMPUTAÇÃO
102027|COMUNICAÇÃO SOCIAL - CINEMA E MÍDIAS DIGITAIS
102111|DESIGN DE INTERIORES
102113|DESIGN DE MODA
102745|PEDAGOGIA
115390|ESTÉTICA E COSMÉTICA
1074407|GESTÃO DE RECURSOS HUMANOS
1074413|GESTÃO PÚBLICA
1076116|JOGOS DIGITAIS
1076325|FOTOGRAFIA
1076334|DESIGN GRÁFICO
1076544|REDES DE COMPUTADORES
1125069|ENGENHARIA CIVIL
1179176|ARQUITETURA E URBANISMO
1183705|GESTÃO PÚBLICA
1185276|SERVIÇO SOCIAL
1185394|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1185395|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1185396|ENFERMAGEM
1188232|GESTÃO PÚBLICA
1188233|GESTÃO DE RECURSOS HUMANOS
1203998|TEATRO
1258720|EDUCAÇÃO FÍSICA
1280039|ENGENHARIA CIVIL
1280990|NUTRIÇÃO
1284481|EDUCAÇÃO FÍSICA
1303429|PEDAGOGIA
1303431|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1303434|ENGENHARIA CIVIL
1304057|ADMINISTRAÇÃO
1304482|GESTÃO DE RECURSOS HUMANOS
1304743|GESTÃO FINANCEIRA
1304749|SEGURANÇA DA INFORMAÇÃO
1307101|CIÊNCIAS CONTÁBEIS
1386374|ODONTOLOGIA
1405858|CIÊNCIAS ECONÔMICAS
1438290|BIOMEDICINA
1438292|NUTRIÇÃO
1438424|BIOMEDICINA
1438425|FARMÁCIA
1438426|DESIGN DE INTERIORES
1438427|DESIGN GRÁFICO
1438428|REDES DE COMPUTADORES
1438491|PROCESSOS GERENCIAIS
1438643|GESTÃO DE MARKETING
1438794|CIÊNCIA DE DADOS E INTELIGÊNCIA ARTIFICIAL
1451864|FARMÁCIA
1458094|GESTÃO COMERCIAL
1458095|GESTÃO HOSPITALAR
1473457|ADMINISTRAÇÃO
1473491|CIÊNCIAS CONTÁBEIS
1473492|BIOMEDICINA
1473500|FARMÁCIA
1474597|ENGENHARIA DE SOFTWARE
1474639|ENGENHARIA ELÉTRICA
1474644|GESTÃO DO AGRONEGÓCIO
1474645|LETRAS - LÍNGUA PORTUGUESA
1474646|LOGÍSTICA
1474851|SECRETARIADO
1481771|EMPREENDEDORISMO
1481772|GESTÃO DE EVENTOS
1481773|MARKETING DIGITAL
5000580|DIREITO
5000581|PEDAGOGIA
5000583|PSICOLOGIA
5000621|ADMINISTRAÇÃO
21459|ADMINISTRAÇÃO
1283892|ENGENHARIA CIVIL
1383600|DIREITO
45539|ADMINISTRAÇÃO
46395|PEDAGOGIA
66159|DIREITO
1284537|ARQUITETURA E URBANISMO
1284538|ENGENHARIA ELÉTRICA
1284544|ENGENHARIA DE PRODUÇÃO
17907|ADMINISTRAÇÃO
52876|CIÊNCIAS CONTÁBEIS
56323|PUBLICIDADE E PROPAGANDA
58808|CIÊNCIA DA COMPUTAÇÃO
67319|FISIOTERAPIA
67537|DIREITO
72088|REDES DE COMPUTADORES
72921|PRODUÇÃO MULTIMÍDIA
1190854|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1331636|EDUCAÇÃO FÍSICA
1331638|ENGENHARIA CIVIL
1331640|ARQUITETURA E URBANISMO
17909|ADMINISTRAÇÃO
18139|CIÊNCIAS CONTÁBEIS
104452|DIREITO
1156718|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
17912|CIÊNCIAS CONTÁBEIS
19941|ADMINISTRAÇÃO
20456|PEDAGOGIA
53349|DIREITO
1177662|ENGENHARIA CIVIL
1299502|PSICOLOGIA
17916|CIÊNCIAS CONTÁBEIS
19588|ADMINISTRAÇÃO
50758|SISTEMAS DE INFORMAÇÃO
54971|DIREITO
100489|PEDAGOGIA
1205234|CONTROLE DE OBRAS
1205614|ENGENHARIA CIVIL
5000338|ENGENHARIA DE PRODUÇÃO
17919|SECRETARIADO EXECUTIVO - BILÍNGUE
19596|PEDAGOGIA
46936|EDUCAÇÃO FÍSICA
47125|BIBLIOTECONOMIA
100030|ARTES VISUAIS
1056839|ADMINISTRAÇÃO
1186748|EDUCAÇÃO FÍSICA
17925|TURISMO
18291|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
18800|CIÊNCIAS CONTÁBEIS
19599|ADMINISTRAÇÃO
48734|ENGENHARIA DE PRODUÇÃO
49071|SISTEMAS DE INFORMAÇÃO
53353|DIREITO
96446|ENFERMAGEM
1128003|EDUCAÇÃO FÍSICA
1258071|ARQUITETURA E URBANISMO
1258970|ENGENHARIA CIVIL
1280013|ODONTOLOGIA
1304467|PSICOLOGIA
1304599|NUTRIÇÃO
1304746|FISIOTERAPIA
1369415|PEDAGOGIA
17924|FILOSOFIA
98023|SERVIÇO SOCIAL
98025|CIÊNCIAS CONTÁBEIS
104370|DIREITO
1322665|CIÊNCIA DA COMPUTAÇÃO
1322784|MARKETING
1323695|EDUCAÇÃO FÍSICA
17928|RELAÇÕES INTERNACIONAIS
18785|FISIOTERAPIA
29675|ADMINISTRAÇÃO
49054|SISTEMAS DE INFORMAÇÃO
49056|DIREITO
54770|PSICOLOGIA
116508|ENFERMAGEM
116510|ENGENHARIA DE PRODUÇÃO
118672|PETRÓLEO E GÁS
118722|SERVIÇO SOCIAL
1134299|LOGÍSTICA
1134301|CIÊNCIAS CONTÁBEIS
1149495|REDES DE COMPUTADORES
1154588|MARKETING
1154633|GESTÃO DE RECURSOS HUMANOS
1154813|ENGENHARIA MECÂNICA
1155881|GESTÃO FINANCEIRA
1156195|SEGURANÇA NO TRABALHO
1162844|ENGENHARIA CIVIL
1166131|ENGENHARIA ELÉTRICA
1174541|FARMÁCIA
1175619|NUTRIÇÃO
1259867|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1388416|PSICOLOGIA
1403865|NUTRIÇÃO
1403873|FISIOTERAPIA
1403876|EDUCAÇÃO FÍSICA
1403878|CIÊNCIAS CONTÁBEIS
1403879|CIÊNCIA DA COMPUTAÇÃO
1403880|BIOMEDICINA
1403881|ADMINISTRAÇÃO
1405009|DIREITO
1419855|EDUCAÇÃO FÍSICA
1473634|AUTOMAÇÃO INDUSTRIAL
17934|MEDICINA VETERINÁRIA
19600|AGRONOMIA
22812|ADMINISTRAÇÃO
47485|DIREITO
48767|CIÊNCIAS BIOLÓGICAS
73580|PEDAGOGIA
74564|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
80099|EDUCAÇÃO FÍSICA
81096|ENFERMAGEM
81098|FARMÁCIA
108674|CIÊNCIAS BIOLÓGICAS
109560|BIOMEDICINA
113204|EDUCAÇÃO FÍSICA
117633|NUTRIÇÃO
1169711|PSICOLOGIA
1170425|ENGENHARIA DE PRODUÇÃO
1170426|ENGENHARIA CIVIL
1259463|ESTÉTICA E COSMÉTICA
1304600|ARQUITETURA E URBANISMO
1399480|MEDICINA
1425185|ADMINISTRAÇÃO
1425186|CIÊNCIAS CONTÁBEIS
1425187|EDUCAÇÃO FÍSICA
1425192|LETRAS - PORTUGUÊS
1425194|PEDAGOGIA - DOCENCIA DA EDUCAÇÃO INFANTIL/ADMINISTRAÇÃO EDUCACIONAL
1425196|GESTÃO COMERCIAL
1425197|GESTÃO DE RECURSOS HUMANOS
1425200|MARKETING
1425201|PROCESSOS GERENCIAIS
1425408|CIÊNCIAS CONTÁBEIS
1457210|FISIOTERAPIA
1457611|MARKETING
1457614|GESTÃO COMERCIAL
1457617|GESTÃO DE RECURSOS HUMANOS
1457618|PROCESSOS GERENCIAIS
1457630|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1457902|PEDAGOGIA
20119|DIREITO
25983|JORNALISMO
27059|ADMINISTRAÇÃO
1163752|CIÊNCIAS CONTÁBEIS
1163755|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
1396502|PROCESSOS GERENCIAIS
17941|NUTRIÇÃO
35871|ADMINISTRAÇÃO
41918|ADMINISTRAÇÃO
50819|ENFERMAGEM
350819|ENFERMAGEM
1105857|GESTÃO DE RECURSOS HUMANOS
1283911|PSICOLOGIA
1284506|ODONTOLOGIA
1284535|RADIOLOGIA
17942|ENGENHARIA ELÉTRICA
82989|ENGENHARIA DE PRODUÇÃO
1072461|AUTOMAÇÃO INDUSTRIAL
1075099|ENGENHARIA DE PRODUÇÃO
1119840|ENGENHARIA CIVIL
1184449|ENGENHARIA MECÂNICA
60930|FÍSICA
60934|GEOGRAFIA
60940|GESTÃO DESPORTIVA E DE LAZER
68928|COMÉRCIO EXTERIOR
100244|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
100246|REDES DE COMPUTADORES
101626|LETRAS - ESPANHOL
103365|GESTÃO AMBIENTAL
103368|CONSTRUÇÃO DE EDIFÍCIOS
107752|GESTÃO AMBIENTAL
123308|PRODUÇÃO CULTURAL
123764|QUÍMICA
123766|FÍSICA
123775|FÍSICA
123778|BIOLOGIA
123780|QUÍMICA
123782|FÍSICA
123787|MATEMÁTICA
123789|QUÍMICA
123791|QUÍMICA
1123270|MATEMÁTICA
1126377|INFORMÁTICA
1129563|LETRAS - ESPANHOL
1129882|GESTÃO PÚBLICA
1156209|INFORMÁTICA
1183330|ALIMENTOS
1183331|SISTEMAS PARA INTERNET
1183332|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1184450|MATEMÁTICA
1185884|ENERGIAS RENOVÁVEIS
1292964|LOGÍSTICA
1313514|SISTEMAS PARA INTERNET
1321907|MARKETING
1321909|GESTÃO DE TURISMO
1321911|PROCESSOS QUÍMICOS
1342406|ENGENHARIA DE ENERGIAS
1342459|REDES DE COMPUTADORES
1357991|INTERDISCIPLINAR EM EDUCAÇÃO NO CAMPO
1357992|INTERDISCIPLINAR EM EDUCAÇÃO NO CAMPO
1358001|DESIGN DE MODA
1370192|FORMAÇÃO DE DOCENTES PARA A EDUCAÇÃO BÁSICA
1403893|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1515618|MATEMÁTICA
1516455|GEOGRAFIA
5001020|AGROECOLOGIA
5001021|GESTÃO AMBIENTAL
68953|ENFERMAGEM
90506|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
91670|ADMINISTRAÇÃO
97929|TURISMO
99517|NUTRIÇÃO
1152211|BIOMEDICINA
1152212|CIÊNCIAS CONTÁBEIS
1192408|GASTRONOMIA
1260337|BIOLOGIA
1285115|PSICOLOGIA
5000221|FISIOTERAPIA
17952|ADMINISTRAÇÃO
68119|EDUCAÇÃO FÍSICA
72671|DIREITO
1059142|CIÊNCIAS CONTÁBEIS
17955|ODONTOLOGIA
69172|TURISMO
69174|ADMINISTRAÇÃO
72675|MEDICINA
73751|ENFERMAGEM
73753|MEDICINA VETERINÁRIA
73755|FARMÁCIA
80254|CIÊNCIAS BIOLÓGICAS
94221|BIOMEDICINA
94223|FISIOTERAPIA
106830|AGRONOMIA
108725|NUTRIÇÃO
108727|CIÊNCIAS CONTÁBEIS
109258|ZOOTECNIA
109533|SERVIÇO SOCIAL
110228|GASTRONOMIA
110636|GESTÃO HOSPITALAR
114539|PSICOLOGIA
117543|ARQUITETURA E URBANISMO
118866|TERAPIA OCUPACIONAL
118868|FONOAUDIOLOGIA
120153|GESTÃO COMERCIAL
1405797|DIREITO
17965|ADMINISTRAÇÃO
46940|PEDAGOGIA
112812|LETRAS
1261074|GESTÃO DE RECURSOS HUMANOS
1332696|SERVIÇO SOCIAL
1354406|ENFERMAGEM
1387048|NUTRIÇÃO
1387051|FISIOTERAPIA
1387052|PSICOLOGIA
1387053|DIREITO
1388180|BIOMEDICINA
17967|ADMINISTRAÇÃO
50963|EDUCAÇÃO FÍSICA
57000|PUBLICIDADE E PROPAGANDA
72615|GESTÃO DE RECURSOS HUMANOS
73163|FISIOTERAPIA
82272|DIREITO
120410|AGRONOMIA
1039255|BIOMEDICINA
1039259|PRODUÇÃO AUDIOVISUAL
1167070|ENGENHARIA DE PRODUÇÃO
1167853|NUTRIÇÃO
1167855|FARMÁCIA
1167857|ENGENHARIA CIVIL
1167859|CIÊNCIA DA COMPUTAÇÃO
1167917|CIÊNCIAS CONTÁBEIS
1169713|DESIGN
1192019|PSICOLOGIA
1353067|ARQUITETURA E URBANISMO
5000312|EDUCAÇÃO FÍSICA
5000313|ENFERMAGEM
17977|LETRAS - PORTUGUÊS E INGLÊS
21500|PEDAGOGIA
22097|ADMINISTRAÇÃO
49229|DIREITO
104492|ARTES VISUAIS
1165423|EDUCAÇÃO FÍSICA
17998|CIÊNCIAS CONTÁBEIS
21496|SISTEMAS DE INFORMAÇÃO
44197|ADMINISTRAÇÃO
47603|CIÊNCIA DA COMPUTAÇÃO
92337|DIREITO
103952|ADMINISTRAÇÃO
1056258|GESTÃO DE RECURSOS HUMANOS
1057798|EDUCAÇÃO FÍSICA
1107196|EDUCAÇÃO FÍSICA
1116645|LOGÍSTICA
1117367|ADMINISTRAÇÃO
1117512|GESTÃO FINANCEIRA
1117514|CIÊNCIAS CONTÁBEIS
1332108|EDUCAÇÃO FÍSICA
1458332|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1458333|AUTOMAÇÃO INDUSTRIAL
1458334|COMÉRCIO EXTERIOR
1458335|DESIGN DE MODA
1458336|DESIGN GRÁFICO
1458337|GESTÃO DA QUALIDADE
1458338|GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1458340|GESTÃO DE RECURSOS HUMANOS
1458346|GESTÃO DESPORTIVA E DE LAZER
1458351|GESTÃO FINANCEIRA
1458352|GESTÃO HOSPITALAR
1458353|LOGÍSTICA
1458354|MARKETING
