CO_CURSO|NO_CURSO
1404085|CIÊNCIAS CONTÁBEIS
1404086|PEDAGOGIA
1404087|GEOGRAFIA
1404153|FORMAÇÃO PEDAGÓGICA PARA PORTADORES DE ENSINO SUPERIOR
1404271|PEDAGOGIA
1427035|MATEMÁTICA
1427036|HISTÓRIA
1427037|LETRAS - LÍNGUA INGLESA
1427038|GEOGRAFIA
1427039|HISTÓRIA
1427040|LETRAS - LÍNGUA INGLESA
1427308|PEDAGOGIA
1427310|CIÊNCIAS BIOLÓGICAS
1442002|CIÊNCIAS BIOLÓGICAS
1442003|MATEMÁTICA
1442006|LETRAS - INGLÊS
1442008|CIÊNCIAS BIOLÓGICAS
1442009|MATEMÁTICA
1442010|GEOGRAFIA
1442011|CIÊNCIAS BIOLÓGICAS
1442014|GEOGRAFIA
1442016|GEOGRAFIA
1442019|PEDAGOGIA
1442020|MATEMÁTICA
1442024|MATEMÁTICA
1442025|GEOGRAFIA
1442026|PEDAGOGIA
1442027|MATEMÁTICA
1442028|HISTÓRIA
1442029|CIÊNCIAS BIOLÓGICAS
1442030|GEOGRAFIA
1442031|PEDAGOGIA
1446544|CIÊNCIAS CONTÁBEIS
1457112|CIÊNCIAS SOCIAIS
1457113|EDUCAÇÃO FÍSICA
1457190|LETRAS - PORTUGUÊS E INGLÊS
1457192|MATEMÁTICA
1457193|GEOGRAFIA
1457194|LETRAS - PORTUGUÊS E INGLÊS
1457195|PEDAGOGIA
1466552|MATEMÁTICA
1466553|HISTÓRIA
1466556|QUÍMICA
1466616|GEOGRAFIA
1466617|HISTÓRIA
1466619|PEDAGOGIA
1466623|HISTÓRIA
1466624|PEDAGOGIA
1466626|CIÊNCIAS SOCIAIS
1467402|FÍSICA
1467403|MATEMÁTICA
1467408|LETRAS - PORTUGUÊS E INGLÊS
1467412|FÍSICA
1467415|CIÊNCIAS BIOLÓGICAS
1467416|CIÊNCIAS SOCIAIS
1467417|QUÍMICA
1467418|CIÊNCIAS BIOLÓGICAS
1467419|GEOGRAFIA
1467421|FÍSICA
1467424|HISTÓRIA
1467427|PEDAGOGIA
1467889|CIÊNCIAS BIOLÓGICAS
1467890|MATEMÁTICA
1467891|LETRAS - PORTUGUÊS E INGLÊS
1467895|QUÍMICA
1468148|CIÊNCIAS NATURAIS
1471179|CIÊNCIAS BIOLÓGICAS
1483510|CIÊNCIAS SOCIAIS
1483511|CIÊNCIAS BIOLÓGICAS
1483512|FÍSICA
1483513|QUÍMICA
1483516|CIÊNCIAS BIOLÓGICAS
1483517|GEOGRAFIA
1483518|MATEMÁTICA
1483519|LETRAS - PORTUGUÊS E INGLÊS
1497052|MATEMÁTICA
1497062|LETRAS - LÍNGUA INGLESA
1497070|PEDAGOGIA
1497134|CIÊNCIAS BIOLÓGICAS
1497137|MATEMÁTICA
1497141|LETRAS - LÍNGUA INGLESA
1497143|QUÍMICA
1497507|GEOGRAFIA
1497508|PEDAGOGIA
1497509|CIÊNCIAS SOCIAIS
1497511|GEOGRAFIA
1497513|PEDAGOGIA
1497514|CIÊNCIAS SOCIAIS
1497520|CIÊNCIAS BIOLÓGICAS
1497522|MATEMÁTICA
1497525|HISTÓRIA
1497526|CIÊNCIAS SOCIAIS
1497529|MATEMÁTICA
1497533|LETRAS - LÍNGUA INGLESA
1497537|FÍSICA
1517737|GESTÃO AMBIENTAL
1517738|ALIMENTOS
1517739|GESTÃO DO AGRONEGÓCIO
1517740|GESTÃO AMBIENTAL
1517791|GESTÃO AMBIENTAL
1517792|CIÊNCIAS BIOLÓGICAS
1517793|FÍSICA
1517974|PEDAGOGIA
1518696|HISTÓRIA
1518703|HISTÓRIA
1518705|HISTÓRIA
1518712|CIÊNCIAS SOCIAIS
5001323|GESTÃO COMERCIAL
11987|BIBLIOTECONOMIA
11988|CIÊNCIAS CONTÁBEIS
11989|ADMINISTRAÇÃO
11990|DIREITO
11991|GEOGRAFIA
11992|CIÊNCIAS SOCIAIS
11993|ECONOMIA
11994|FILOSOFIA
11995|HISTÓRIA
11996|PEDAGOGIA
11998|SERVIÇO SOCIAL
11999|MATEMÁTICA
12000|FÍSICA
12001|ENGENHARIA CIVIL
12002|ARQUITETURA E URBANISMO
12003|ENGENHARIA MECÂNICA
12004|ENGENHARIA ELÉTRICA
12005|GEOLOGIA
12006|ENGENHARIA QUÍMICA
12007|QUÍMICA
12008|METEOROLOGIA
12010|QUÍMICA INDUSTRIAL
12012|TURISMO
12013|ENFERMAGEM
12014|BIOMEDICINA
12015|MEDICINA
12017|ODONTOLOGIA
12018|NUTRIÇÃO
12022|FÍSICA
12023|CIÊNCIAS BIOLÓGICAS
12024|ESTATÍSTICA
12025|CIÊNCIA DA COMPUTAÇÃO
12026|QUÍMICA
12027|CIÊNCIAS BIOLÓGICAS
12033|MATEMÁTICA
12035|MATEMÁTICA
12044|MATEMÁTICA
12048|PEDAGOGIA
12052|GEOGRAFIA
12061|PEDAGOGIA
12065|HISTÓRIA
12069|PEDAGOGIA
12073|HISTÓRIA
12074|MATEMÁTICA
12085|PEDAGOGIA
12111|PEDAGOGIA
18487|CIÊNCIAS BIOLÓGICAS
18491|CIÊNCIAS BIOLÓGICAS
21848|OCEANOGRAFIA
21849|EDUCAÇÃO FÍSICA
21850|ENGENHARIA DE ALIMENTOS
23777|LETRAS - INGLÊS
25795|COMUNICAÇÃO SOCIAL - JORNALISMO
26501|LETRAS - FRANCÊS
27645|LETRAS - LÍNGUA PORTUGUESA
28352|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
31850|PSICOLOGIA
38276|PEDAGOGIA
52003|FARMÁCIA
53101|AGRONOMIA
53193|ENGENHARIA DA COMPUTAÇÃO
53202|MEDICINA VETERINÁRIA
60886|SISTEMAS DE INFORMAÇÃO
65021|CIÊNCIAS NATURAIS
66739|GEOFISICA
86286|LETRAS - ALEMÃO
86396|MATEMÁTICA
87758|ENGENHARIA NAVAL
92851|FÍSICA
92853|ENGENHARIA DE PESCA
92859|ENGENHARIA CIVIL
92861|ENGENHARIA ELÉTRICA
95652|LETRAS - INGLÊS
104598|EDUCAÇÃO FÍSICA
104612|LETRAS - ESPANHOL
104640|CIÊNCIAS BIOLÓGICAS
114844|ENGENHARIA MECÂNICA
114846|LETRAS - PORTUGUÊS
114847|LETRAS - INGLÊS
114850|LETRAS - PORTUGUÊS
114853|MATEMÁTICA
114857|LETRAS - PORTUGUÊS
114874|LETRAS - PORTUGUÊS
114875|LETRAS - INGLÊS
114876|LETRAS - PORTUGUÊS
114877|LETRAS - INGLÊS
114892|QUÍMICA
114894|ENGENHARIA FLORESTAL
114907|ARTES VISUAIS
114910|CIÊNCIAS NATURAIS
114914|DANÇA
114950|MÚSICA
114952|TEATRO
115011|SERVIÇO SOCIAL
115013|LETRAS - PORTUGUÊS
115161|LETRAS - PORTUGUÊS
311991|GEOGRAFIA
311992|CIÊNCIAS SOCIAIS
311994|FILOSOFIA
311995|HISTÓRIA
414907|ARTES VISUAIS
1109834|BIOTECNOLOGIA
1110447|ENGENHARIA DE PRODUÇÃO
1113541|FISIOTERAPIA
1113542|MUSEOLOGIA
1113545|CIÊNCIAS NATURAIS
1113574|ENGENHARIA SANITARIA E AMBIENTAL
1113575|CIÊNCIAS NATURAIS
1113582|SISTEMA DE INFORMAÇÃO
1134445|EDUCAÇÃO DO CAMPO
1148030|CIÊNCIAS BIOLÓGICAS
1148597|CINEMA E AUDIOVISUAL
1164805|TERAPIA OCUPACIONAL
1179143|ARQUIVOLOGIA
1179144|ENGENHARIA DE TELECOMUNICAÇÕES
1179151|AGRONOMIA
1179262|LETRAS - ESPANHOL
1180773|SISTEMAS DE INFORMAÇÃO
1186804|LETRAS - LIBRAS
1187074|LETRAS - ESPANHOL
1188707|ENGENHARIA SANITÁRIA E AMBIENTAL
1189138|ENGENHARIA DE COMPUTAÇÃO
1191240|ENGENHARIA DE COMPUTAÇÃO
1191346|PRODUÇÃO MULTIMÍDIA
1191473|ENGENHARIA BIOMÉDICA
1194057|GEOGRAFIA
1202639|FÍSICA
1203245|ADMINISTRAÇÃO PÚBLICA
1285065|ENGENHARIA FERROVIÁRIA E LOGÍSTICA
1299455|ENGENHARIA DE EXPLORAÇÃO E PRODUÇÃO DE PETRÓLEO
1299461|GEOPROCESSAMENTO
1300375|MATEMÁTICA
1330339|FÍSICA
1330342|HISTÓRIA
1330343|GEOGRAFIA
1330344|QUÍMICA
1335259|ENGENHARIA DE BIOPROCESSOS
1364837|FÍSICA
1423432|DESENVOLVIMENTO RURAL
1441235|AGROECOLOGIA
1465574|CONSERVAÇÃO E RESTAURO
5000216|LICENCIATURA INTEGRADA EM CIÊNCIAS, MATEMÁTICA E LINGUAGENS
5001114|ABI - FÍSICA
5001115|ABI - FILOSOFIA
5001116|ABI - CIÊNCIAS SOCIAIS
5001233|ETNODESENVOLVIMENTO
5001235|ENGENHARIA DE MATERIAIS
5001236|INTERDISCIPLINAR EM EDUCAÇÃO NO CAMPO
5001237|INTERDISCIPLINAR EM EDUCAÇÃO NO CAMPO
5001238|INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA
12311|ADMINISTRAÇÃO
12312|CIÊNCIAS CONTÁBEIS
12313|CIÊNCIA DA COMPUTAÇÃO
12314|CIÊNCIAS ECONÔMICAS
12315|CIÊNCIAS SOCIAIS
12316|PSICOLOGIA
12317|DIREITO
12321|FILOSOFIA
12323|GEOGRAFIA
12324|HISTÓRIA
12325|SERVIÇO SOCIAL
12326|ENFERMAGEM
12327|EDUCAÇÃO FÍSICA
12328|FARMÁCIA
12329|NUTRIÇÃO
12330|ODONTOLOGIA
12331|FISIOTERAPIA
12332|CIÊNCIAS BIOLÓGICAS
12333|MATEMÁTICA
12334|FÍSICA
12335|QUÍMICA
12336|GEOLOGIA
12337|ESTATÍSTICA
12339|ENGENHARIA CIVIL
12340|ENGENHARIA ELÉTRICA
12342|ENGENHARIA MECÂNICA
12343|ARQUITETURA E URBANISMO
12344|ENGENHARIA QUÍMICA
12345|MEDICINA
12349|CIÊNCIAS CONTÁBEIS
12350|HISTÓRIA
12351|GEOGRAFIA
12353|PEDAGOGIA
12354|MATEMÁTICA
12355|ADMINISTRAÇÃO
18392|ENGENHARIA DA COMPUTAÇÃO
18393|BIBLIOTECONOMIA
18394|TURISMO
18395|MÚSICA
18852|DIREITO
18853|ENGENHARIA DE PRODUÇÃO
18854|ENGENHARIA TÊXTIL
20339|ENGENHARIA DE MATERIAIS
20938|PEDAGOGIA
24803|MÚSICA - INSTRUMENTO
29462|JORNALISMO
30681|MÚSICA - CANTO
31160|LETRAS - LÍNGUA PORTUGUESA
32296|LETRAS - FRANCÊS
34277|LETRAS - INGLÊS
57104|COMUNICAÇÃO SOCIAL - RADIALISMO
60286|ECOLOGIA
60288|BIOMEDICINA
95667|ARTES VISUAIS
96878|ENGENHARIA DE ALIMENTOS
99892|FÍSICA
99896|QUÍMICA
99898|MATEMÁTICA
108336|TEATRO
108348|TURISMO
108486|ENFERMAGEM
110830|LETRAS - LÍNGUA PORTUGUESA
111314|GEOGRAFIA
113096|GEOFISICA
113098|QUÍMICA DO PETRÓLEO
116514|CIÊNCIAS ATUARIAIS
116564|LETRAS - LINGUA ESPANHOLA
116624|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
116626|LETRAS - LINGUA ESPANHOLA
116752|FISIOTERAPIA
116754|NUTRIÇÃO
116756|INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA
116758|DESIGN
116762|ENGENHARIA FLORESTAL
116764|FONOAUDIOLOGIA
116770|SISTEMAS DE INFORMAÇÃO
116774|DANÇA
116778|SAÚDE COLETIVA
116928|GESTÃO DE POLÍTICAS PÚBLICAS
120887|CIÊNCIAS BIOLÓGICAS
312321|FILOSOFIA
312323|GEOGRAFIA
312327|EDUCAÇÃO FÍSICA
312332|CIÊNCIAS BIOLÓGICAS
312333|MATEMÁTICA
312334|FÍSICA
312335|QUÍMICA
1083431|HISTÓRIA
1083438|GEOGRAFIA
1109331|GESTÃO HOSPITALAR
1113220|CIÊNCIAS SOCIAIS
1113228|HISTÓRIA
1113231|ENGENHARIA DE SOFTWARE
1127694|ENGENHARIA AGRONÔMICA
1151028|ADMINISTRAÇÃO PÚBLICA
1151610|ENGENHARIA DE PETRÓLEO
1154401|ENGENHARIA DE TELECOMUNICAÇÕES
1154794|ENGENHARIA BIOMÉDICA
1157867|ENGENHARIA DE AQUICULTURA
1159084|ENGENHARIA MECATRÔNICA
1159355|ENGENHARIA AMBIENTAL
1170261|LETRAS - LÍNGUA PORTUGUESA
1188193|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1190414|TECNOLOGIA DA INFORMAÇÃO
1193519|PEDAGOGIA
1193750|EDUCAÇÃO FÍSICA
1202546|MEDICINA
1259743|GESTÃO DE COOPERATIVAS
1268383|METEOROLOGIA
1279038|LETRAS - LÍNGUA PORTUGUESA E LIBRAS
1279922|PSICOLOGIA
1299294|HISTÓRIA
1364002|COMUNICAÇÃO SOCIAL - AUDIOVISUAL
1452109|LETRAS - PORTUGUÊS E INGLÊS
5000969|ZOOTECNIA
12552|ESTATÍSTICA
12553|MATEMÁTICA
12554|FÍSICA
12555|QUÍMICA
12557|PEDAGOGIA
12558|CIÊNCIAS SOCIAIS
12560|GEOGRAFIA
12561|ENGENHARIA QUÍMICA
12562|EDUCAÇÃO FÍSICA
12563|TURISMO
12564|ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA
12565|ENGENHARIA MECÂNICA
12566|DIREITO
12567|ARQUITETURA E URBANISMO
12568|GEOLOGIA
12569|MEDICINA
12570|NUTRIÇÃO
12571|CIÊNCIAS ECONÔMICAS
12572|ADMINISTRAÇÃO
12573|CIÊNCIAS CONTÁBEIS
12574|ENGENHARIA ELÉTRICA
12575|ENGENHARIA CIVIL
12577|HISTÓRIA
12578|FILOSOFIA
12581|CIÊNCIA DA COMPUTAÇÃO
12582|FARMÁCIA
12583|MEDICINA VETERINÁRIA
12584|ODONTOLOGIA
12585|ENFERMAGEM
12586|AGRONOMIA
12587|ENGENHARIA FLORESTAL
12588|CIÊNCIAS BIOLÓGICAS
12590|MEDICINA VETERINÁRIA
20071|ZOOTECNIA
20072|ENGENHARIA AMBIENTAL
20073|ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA
20074|MATEMÁTICA INDUSTRIAL
20075|OCEANOGRAFIA
20431|ENGENHARIA INDUSTRIAL MADEIREIRA
20895|GESTÃO DA INFORMAÇÃO
27649|COMUNICAÇÃO SOCIAL - JORNALISMO
28372|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
28375|DESIGN GRÁFICO
31875|COMUNICAÇÃO SOCIAL - RELAÇÕES PÚBLICAS
35468|DESIGN DE PRODUTO
41077|PEDAGOGIA
41134|MÚSICA
41135|MÚSICA
41494|TERAPIA OCUPACIONAL
42461|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
47740|PSICOLOGIA
49464|ADMINISTRAÇÃO
49468|CIÊNCIAS ECONÔMICAS
49470|DIREITO
49472|FILOSOFIA
49474|FÍSICA
49476|GEOGRAFIA
49478|MATEMÁTICA
49495|PEDAGOGIA
49848|LETRAS - INGLÊS
62424|ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
92254|LETRAS - FRANCÊS
92255|LETRAS PORTUGUÊS E INGLÊS
92256|LETRAS - ESPANHOL
95162|GESTÃO AMBIENTAL
99630|ENGENHARIA DE PRODUÇÃO
102296|SERVIÇO SOCIAL
102298|GESTÃO E EMPREENDEDORISMO
111324|LETRAS - LÍNGUA ESTRANGEIRA
111326|LETRAS - PORTUGUÊS
115238|CIÊNCIAS BIOLÓGICAS
115440|CIÊNCIAS
115540|GESTÃO PÚBLICA
115706|ARTES
115876|AGROECOLOGIA
116522|ARTES VISUAIS
116524|ARTES VISUAIS
122936|GESTÃO DE TURISMO
122973|NEGÓCIOS IMOBILIÁRIOS
123218|INFORMÁTICA E CIDADANIA
123220|LINGUAGEM E COMUNICAÇÃO
123222|SAÚDE COLETIVA
123226|GESTÃO IMOBILIÁRIA
123314|QUÍMICA
123316|PRODUÇÃO CÊNICA
123322|BIOTECNOLOGIA
123324|ENGENHARIA INDUSTRIAL MADEIREIRA
123326|LUTERIA
123328|COMUNICAÇÃO INSTITUCIONAL
123330|ENGENHARIA ELÉTRICA
123332|HISTÓRIA - MEMÓRIA E IMAGEM
123392|LETRAS - JAPONÊS
123393|LETRAS - POLONÊS
123394|GESTÃO DA QUALIDADE
123396|SECRETARIADO
123551|ENGENHARIA MECÂNICA
312553|MATEMÁTICA
312555|QUÍMICA
312558|CIÊNCIAS SOCIAIS
312560|GEOGRAFIA
312562|EDUCAÇÃO FÍSICA
312578|FILOSOFIA
312585|ENFERMAGEM
312588|CIÊNCIAS BIOLÓGICAS
349472|FILOSOFIA
349476|GEOGRAFIA
349848|LETRAS - INGLÊS
392254|LETRAS - FRANCÊS
392255|LETRAS PORTUGUÊS E INGLÊS
392256|LETRAS - ESPANHOL
411324|LETRAS - LÍNGUA ESTRANGEIRA
411326|LETRAS - PORTUGUÊS
415238|CIÊNCIAS BIOLÓGICAS
423392|LETRAS - JAPONÊS
423393|LETRAS - POLONÊS
1113238|LETRAS - ITALIANO
1113240|LETRAS - ITALIANO
1113241|CIÊNCIAS BIOLÓGICAS
1113242|BIOMEDICINA
1113245|ADMINISTRAÇÃO PÚBLICA
1121130|AGRONOMIA
1121191|TERAPIA OCUPACIONAL
1126604|GESTÃO PÚBLICA
1126727|INFORMÁTICA BIOMÉDICA
1167476|EXPRESSÃO GRÁFICA
1263181|FISIOTERAPIA
1270221|COMPUTAÇÃO
1270222|ENGENHARIA AGRÍCOLA
1270223|ENGENHARIA DE ALIMENTOS
1270224|ENGENHARIA DE PRODUÇÃO
1270226|COMPUTAÇÃO
1270227|ENGENHARIA DE AQUICULTURA
1270232|CIÊNCIAS BIOLÓGICAS
1313166|LETRAS - LIBRAS
1321581|ENGENHARIA DE ENERGIAS RENOVÁVEIS
1321683|ENGENHARIA DE AQUICULTURA
1321684|EDUCAÇÃO FÍSICA
1321685|ENGENHARIA CIVIL
1321686|ENGENHARIA AMBIENTAL E SANITÁRIA
1322306|EDUCAÇÃO DO CAMPO
1330365|CIÊNCIAS EXATAS - FÍSICA
1330366|CIÊNCIAS EXATAS - MATEMÁTICA
1330367|CIÊNCIAS EXATAS - QUÍMICA
1330368|CIÊNCIAS EXATAS - FÍSICA
1330369|CIÊNCIAS EXATAS - MATEMÁTICA
1330370|CIÊNCIAS EXATAS - QUÍMICA
1330371|CIÊNCIAS EXATAS - FÍSICA
1330372|CIÊNCIAS EXATAS - MATEMÁTICA
1330373|CIÊNCIAS EXATAS - QUÍMICA
1363949|RELAÇÕES PÚBLICAS
1363950|PUBLICIDADE E PROPAGANDA
1363952|JORNALISMO
1364271|GEOGRAFIA
1364272|ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA
1364273|ADMINISTRAÇÃO PÚBLICA
1466309|CIÊNCIAS AMBIENTAIS
5001124|ABI - CIÊNCIAS BIOLÓGICAS
5001125|ABI - CIÊNCIAS SOCIAIS
5001126|ABI - ENFERMAGEM
5001127|ABI - FILOSOFIA
5001128|ABI - GEOGRAFIA
5001129|ABI - HISTÓRIA
5001130|ABI - LETRAS PORTUGUÊS E ESPANHOL
5001131|ABI - LETRAS FRANCÊS
5001132|ABI - LETRAS INGLÊS
5001133|ABI - LETRAS - PORTUGUÊS - ITALIANO
5001134|LETRAS - JAPONÊS
5001135|LETRAS - PORTUGUÊS, E/OU ALEMÃO, E/OU GREGO, E/OU LATIM
5001136|LETRAS - POLONÊS
5001137|ABI - LETRAS PORTUGUÊS
5001138|ABI - LETRAS - PORTUGUÊS - INGLES
5001139|ABI - MATEMÁTICA
5001140|ABI - QUÍMICA
5001175|ABI - CIÊNCIAS BIOLÓGICAS
5001353|ABI - CIÊNCIAS EXATAS
5001354|ABI - CIÊNCIAS EXATAS
5001355|ABI - CIÊNCIAS EXATAS
5001466|MEDICINA
9709|ODONTOLOGIA
12684|ARQUIVOLOGIA
12685|BIBLIOTECONOMIA E DOCUMENTAÇÃO
12686|CIÊNCIAS SOCIAIS
12688|FÍSICA
12689|GEOGRAFIA
12690|PEDAGOGIA
12691|SERVIÇO SOCIAL
12692|MEDICINA
12693|ODONTOLOGIA
12694|NUTRIÇÃO
12695|FARMÁCIA
12696|SERVIÇO SOCIAL
12697|ARQUITETURA E URBANISMO
12698|CIÊNCIAS ECONÔMICAS
12699|DIREITO
12700|QUÍMICA
12701|ADMINISTRAÇÃO
12702|MATEMÁTICA
12703|PSICOLOGIA
12704|MEDICINA VETERINÁRIA
12705|HISTÓRIA
12708|ENFERMAGEM
12709|QUÍMICA INDUSTRIAL
12710|CIÊNCIA DA COMPUTAÇÃO
12711|CIÊNCIAS CONTÁBEIS
12712|ENGENHARIA METALÚRGICA
12713|MATEMÁTICA
12717|PEDAGOGIA
12718|ENGENHARIA QUÍMICA
12719|ENGENHARIA CIVIL
12720|ENGENHARIA ELÉTRICA
12721|ENGENHARIA MECÂNICA
12722|ENGENHARIA DE TELECOMUNICAÇÕES
12724|ADMINISTRAÇÃO
12725|CIÊNCIAS CONTÁBEIS
12727|ENGENHARIA DE PRODUÇÃO
12728|ENGENHARIA AGRÍCOLA E AMBIENTAL
18609|PRODUÇÃO CULTURAL
25926|LETRAS - INGLÊS
29470|LETRAS - PORTUGUÊS
29471|LETRAS - ITALIANO
29581|LETRAS - LATIM
31882|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
32998|LETRAS - ALEMÃO
32999|LETRAS - GREGO
34797|LETRAS - ESPANHOL
34798|LETRAS - FRANCÊS
44367|CIÊNCIAS BIOLÓGICAS
44370|ENGENHARIA MECÂNICA
44374|ENGENHARIA DE PRODUÇÃO
49324|MATEMÁTICA
52258|DIREITO
63646|TURISMO
63834|BIOMEDICINA
82799|CIÊNCIA DA COMPUTAÇÃO
82834|SERVIÇO SOCIAL
82840|ENFERMAGEM
82842|ENGENHARIA DE PRODUÇÃO
82868|PRODUÇÃO CULTURAL
83170|GEOFISICA
83177|ESTUDOS DE MÍDIA
90471|ENGENHARIA DE AGRONEGÓCIOS
90473|ENGENHARIA DE PETRÓLEO
90475|ADMINISTRAÇÃO
90651|SISTEMAS DE COMPUTAÇÃO
99082|ESTATÍSTICA
100406|EDUCAÇÃO FÍSICA
100670|ENGENHARIA DE RECURSOS HÍDRICOS E DO MEIO AMBIENTE
108644|FILOSOFIA
108646|CINEMA E AUDIOVISUAL
108648|RELAÇÕES INTERNACIONAIS
123704|PEDAGOGIA
123729|CIÊNCIAS SOCIAIS
312686|CIÊNCIAS SOCIAIS
312688|FÍSICA
312689|GEOGRAFIA
312700|QUÍMICA
312702|MATEMÁTICA
312703|PSICOLOGIA
312705|HISTÓRIA
329471|LETRAS - ITALIANO
332998|LETRAS - ALEMÃO
332999|LETRAS - GREGO
334798|LETRAS - FRANCÊS
344367|CIÊNCIAS BIOLÓGICAS
382876|PSICOLOGIA
408644|FILOSOFIA
423708|GEOGRAFIA
1077609|CIÊNCIAS ECONÔMICAS
1077817|GEOGRAFIA
1079286|CIÊNCIAS SOCIAIS
1100002|QUÍMICA
1100003|QUÍMICA
1100005|PSICOLOGIA
1100006|BIOMEDICINA
1100007|FONOAUDIOLOGIA
1107861|CIÊNCIAS CONTÁBEIS
1122208|HISTÓRIA
1122220|DIREITO
1122221|SISTEMAS DE INFORMAÇÃO
1122223|CIÊNCIAS ATUARIAIS
1123027|FÍSICA
1123212|HISTÓRIA
1125307|MATEMÁTICA
1125326|ADMINISTRAÇÃO PÚBLICA
1125664|FÍSICA
1126977|HOTELARIA
1145026|DESENHO INDUSTRIAL
1145029|CIÊNCIAS NATURAIS
1145037|COMPUTAÇÃO
1151162|ANTROPOLOGIA
1151651|ADMINISTRAÇÃO PÚBLICA
1153323|SOCIOLOGIA
1160469|POLÍTICAS PÚBLICAS
1166700|SEGURANÇA PÚBLICA
1169809|ARTES
1169811|CINEMA E AUDIOVISUAL
1204816|LETRAS
1261907|SEGURANÇA PÚBLICA
1270437|PROCESSOS GERENCIAIS
1278713|GEOGRAFIA
1303424|INTERDISCIPLINAR EM EDUCAÇÃO NO CAMPO
1303882|ENGENHARIA DE PRODUÇÃO
1304766|ENGENHARIA DE MATERIAIS
1305021|ENGENHARIA DE PRODUÇÃO
1342617|JORNALISMO
1457276|ADMINISTRAÇÃO PÚBLICA
5000477|MATEMÁTICA
5000478|PSICOLOGIA
5000479|CIÊNCIA AMBIENTAL
12806|MATEMÁTICA
12807|ENGENHARIA CIVIL
12808|ENGENHARIA MECÂNICA
12809|ENGENHARIA ELÉTRICA
12810|FÍSICA
12811|AGRONOMIA
12812|CIÊNCIAS BIOLÓGICAS
12813|MEDICINA
12814|ODONTOLOGIA
12815|ENFERMAGEM E OBSTETRÍCIA
12817|HISTÓRIA
12818|GEOGRAFIA
12819|PEDAGOGIA
12820|DIREITO
12821|SERVIÇO SOCIAL
12822|ADMINISTRAÇÃO
12823|CIÊNCIAS ECONÔMICAS
12824|CIÊNCIAS CONTÁBEIS
12825|MANUTENÇÃO INDUSTRIAL
12826|EDUCAÇÃO FÍSICA
12827|BIBLIOTECONOMIA
12829|PSICOLOGIA
12830|ARQUITETURA E URBANISMO
12832|ARTES PLÁSTICAS
12833|ESTATÍSTICA
12834|FILOSOFIA
12835|QUÍMICA
12836|ENGENHARIA DA COMPUTAÇÃO
12837|CIÊNCIA DA COMPUTAÇÃO
12838|CIÊNCIAS SOCIAIS
20037|DESIGN
20038|ENGENHARIA FLORESTAL
20039|MEDICINA VETERINÁRIA
20040|ZOOTECNIA
21460|FARMÁCIA
21603|OCEANOGRAFIA
21604|MÚSICA
21605|ARQUIVOLOGIA
49010|PEDAGOGIA
52472|ARTES VISUAIS
68229|ENGENHARIA AMBIENTAL
96020|ENGENHARIA DE PRODUÇÃO
99074|GEOLOGIA
99076|NUTRIÇÃO
99084|AGRONOMIA
99086|CIÊNCIAS BIOLÓGICAS
99088|ENFERMAGEM
99090|ENGENHARIA DA COMPUTAÇÃO
99092|ENGENHARIA DE PETRÓLEO
99094|ENGENHARIA DE PRODUÇÃO
99096|ENGENHARIA QUÍMICA
99098|FARMÁCIA
99274|ENGENHARIA DE ALIMENTOS
99276|ENGENHARIA INDUSTRIAL MADEIREIRA
99278|CIÊNCIAS BIOLÓGICAS
116566|ADMINISTRAÇÃO
116568|CIÊNCIAS CONTÁBEIS
116570|GEMOLOGIA
116572|FISIOTERAPIA
116574|LETRAS - PORTUGUÊS E ESPANHOL
116576|LETRAS - INGLÊS
116578|LETRAS - PORTUGUÊS
116580|COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
116582|COMUNICAÇÃO SOCIAL - JORNALISMO
116584|TERAPIA OCUPACIONAL
116852|CIÊNCIAS BIOLÓGICAS
116854|FÍSICA
116856|MATEMÁTICA
116860|ENGENHARIA QUÍMICA
116862|QUÍMICA
116866|FARMÁCIA
116868|CIÊNCIA DA COMPUTAÇÃO
116870|SISTEMA DE INFORMAÇÃO
116874|CIÊNCIAS BIOLÓGICAS
116878|FÍSICA
116882|MATEMÁTICA
116884|QUÍMICA
116892|ARTES VISUAIS
116902|FÍSICA
116908|QUÍMICA
312806|MATEMÁTICA
312812|CIÊNCIAS BIOLÓGICAS
312817|HISTÓRIA
312818|GEOGRAFIA
312834|FILOSOFIA
312838|CIÊNCIAS SOCIAIS
1112869|EDUCAÇÃO FÍSICA
1112889|FÍSICA
1112909|QUÍMICA
1112910|NUTRIÇÃO
1112911|MÚSICA
1112912|FONOAUDIOLOGIA
1112913|CINEMA E AUDIOVISUAL
